x1,x2,y
17.328263964757657,15.386802899485787,1
19.16275729553119,-276.6654503047154,1
18.24349718156278,-32.33706313365991,1
16.263082750722536,-8.270111142308636,1
16.683013049315992,272.555702089894,0
18.230405318277203,-130.800514920094,0
17.54802037696192,201.40694487779123,0
21.917080453698155,-55.03015471631306,1
23.145136981682843,26.917955673861044,0
18.463612511073148,238.14796162369447,1
20.52643592834704,-96.18073111062893,0
17.189374128600328,48.404353135571164,1
18.056126726681395,11.428807885100525,1
22.235220883694463,-12.83672067631852,1
22.203062667647185,205.42536730288435,1
22.140086739801117,230.46000989672874,1
22.243881881059536,128.65970134008975,1
21.00416787943611,-75.7417461998312,1
20.392634112190347,-119.61464711163975,0
22.21603205963276,-135.94735244137817,1
23.9129335105658,47.113166355521564,0
21.21006830428199,-279.23116433022557,0
17.26403153282718,167.54334322391804,0
20.443425898502948,-128.3248882794517,0
22.413396464014774,321.7583797088429,0
18.09894781473682,-129.56569196448092,0
22.47104397336871,411.8484684826549,0
22.00314278917805,27.411352040066106,0
16.467083417100014,51.194194379786765,1
17.78483369901906,231.64045771352468,1
19.773247017587142,347.24610909088483,0
20.504327670735304,-228.65391222376905,0
17.60186401836482,167.79658232875613,0
16.97155887874538,-38.884512214802726,1
23.013493165107157,135.7434594507713,1
17.895031691979945,-91.86521858242446,0
17.630490343823958,-101.3365520438422,0
18.089964451395232,-72.5621819164268,0
23.2021729443394,-18.13878901121214,0
18.824528673223085,-157.40137922565248,1
18.27200222179529,310.1989668659452,1
16.625213168237586,240.95241341577147,0
18.75594230436008,-264.33927730039653,1
21.944013035547634,177.28767659462724,1
18.76871534780605,-113.57470166388686,1
18.710174380570297,-136.86215043879992,1
20.894273861278634,451.805166903278,1
22.737791392923576,387.6317632983824,0
18.426332831247073,460.98434782077493,0
17.503702400689882,387.8161060908885,1
17.655048466154845,-10.69936304353378,1
16.308779495153328,249.91085218082722,0
22.492175885397256,81.76237070822418,1
21.772543311560838,232.29527211002474,1
20.99701271785212,477.2377234951003,1
21.304617351501932,309.36273958266827,1
18.067331230901814,-177.23741788596993,0
19.956225800245196,311.626003832573,1
16.615839844133575,172.72386009121803,0
20.13178769648704,476.11322541327206,0
21.377494264605232,313.9834611074398,1
22.121013345878097,276.30921918838646,0
18.474106947015898,-128.61343768065336,0
22.260060821807667,366.93007624790187,0
20.81538532094831,333.74802367315147,1
18.409358999060817,272.12843893794684,1
21.25050005305758,-161.49636229070342,0
22.138252484286088,249.48001929443475,0
21.93070725141143,-213.09481022663925,0
22.03777281453274,240.55252640295828,1
22.97197066893748,55.718325361971836,0
16.189956449758213,176.03238208305967,0
23.233220085365737,52.45194172976354,0
17.04688350501058,-128.60843952117938,0
19.738429592592347,-287.15934028036935,0
23.395922432719892,185.34759735420442,1
19.304277090646607,432.71896812103637,0
22.865840548345492,369.7871723566261,0
18.85974721505952,482.2350275082679,0
22.132486592982826,297.0696761003252,0
19.112721438072498,294.9303742585297,1
17.78059438001786,232.6463088406384,1
22.120030160546573,190.39676925949817,1
18.99744389775184,-165.17827499201996,1
17.932654644169745,8.057335333537523,1
19.690262780071826,419.32489053154427,0
17.263836403195867,59.745648010244906,1
23.14938831510075,310.9811328565387,0
16.504051802242813,-80.75424421109946,0
22.793474163613315,-32.962915629741275,0
18.93520003406781,331.6657413108521,0
18.420673922052917,-176.52341610139018,0
22.565441372627518,379.45164392084456,0
19.409178991024895,-175.07317863613298,1
19.239252644783154,400.94935403564244,0
21.036527713860018,332.2501527198982,1
17.50867480801974,-50.551302766790116,0
22.78108314882693,135.3241928961429,1
21.188257006498883,-119.5948543501919,1
23.010422156194387,108.88408984329972,1
18.851707384452027,-135.580468321551,1
19.6556897166633,372.4398902238197,0
19.716677031517154,-203.6752787851974,1
23.402845898963992,17.600271534494638,0
20.02089379550084,366.6933087760892,1
16.583918980528118,-77.19871063464615,0
16.881048280185514,-103.59424473747302,0
18.115058324592773,8.021729315779709,1
20.422045958198876,347.1508754519811,1
22.765739651664425,15.388188584128116,0
17.911545672712677,172.05342553865728,0
21.535595141881068,-121.70921343576899,1
18.913737121787744,-230.6325839063831,1
19.012994637872893,421.28392584216385,0
21.266122914569575,-198.75504516937644,0
17.2771186779428,307.112215286097,1
21.768095567521694,-63.743776361008116,1
17.658935959725195,-31.150085209980432,1
22.468733636782467,-126.81511563794973,1
18.672173443287825,-251.61015078679856,1
19.52190361381565,-205.0113371827258,1
17.43468951768545,97.86526940743546,1
21.98252492109798,43.86323089275016,0
17.88633827325483,-168.9505973050605,0
18.210567256335118,192.80365942784897,1
17.8455540450103,-70.1573960169541,0
23.038842766735637,136.82543953639737,1
18.77595217913801,464.4140065649271,0
18.83444599234713,-84.10533153252567,1
19.299384752465855,372.32028065733454,0
18.4892452864071,-38.3651083098151,0
17.579256353527924,216.20745325338845,0
22.138342666877048,344.00871033778856,0
19.235795391765638,344.1321482618836,0
17.810543965998733,-2.9690263109586112,1
18.12254609797629,-20.596088875305938,1
17.183469637547685,-42.0085249067252,1
18.062655391397655,-178.25271677379408,0
18.070418045065257,-173.10210909379015,0
16.458585344812565,262.80722810608836,0
21.59645104501021,-21.367170251895132,1
17.781885026836928,343.5773641418394,1
17.055600419270345,225.52021188830793,0
